rank,restaurant name,general rating,number of reviews,tags,address,phone number,website url,menu url,timetable,email address,travelers choice,michelin,food rating,service rating,value rating,atmosphere rating,description,dutch description,price range,cuisines,special diets,meals,restaurant features,id
#32,Praat Eet & Muziek Café Barry's,5.0 of 5 bubbles,1 review,$$ - $$$|Belgian|European,"Kattenberg 1, Zottegem 9620 Belgium",+32 9 222 77 81,http://www.barrys.be/,http://www.barrys.be/,True,welcome@barrys.be,False,False,-1.0,-1.0,-1.0,-1.0,"Barry's is een gezellig Praat Eet & Muziek Café in een uniek retro kader, gelegen aan de kerk van Erwetegem. Op ons aangenaam zomerterras kan je genieten van een verzorgde cocktail, een fris Barry's Beer of een heerlijke pasta.","Barry's is een gezellig Praat Eet & Muziek Café in een uniek retro kader, gelegen aan de kerk van Erwetegem. Tijdens de lockdown: GRATIS thuislevering in Zottegem, Zwalm, Brakel en Lierde. Bestel makkelijk en veilig via onze website.",€10 - €15,"Belgian, European",,"Dinner, Drinks","Takeout, Reservations",20928468
#78,Andalusia Restaurant,5.0 of 5 bubbles,1 review,Seafood,"Ankerstraat 126, Sint-Niklaas 9100 Belgium",+32 473 74 36 91,http://andalusia-restaurant-visspecialiteit-specialise-en.business.site/?m=true,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Seafood,,,,21256157
#5,The New Four Seasons,3.0 of 5 bubbles,22 reviews,$$ - $$$|Belgian|European|Contemporary,"Craenendam 1, Wachtebeke 9185 Belgium",+32 9 342 60 10,http://www.de-vier-seizoenen.be/cms,,False,,False,False,3.5,3.0,3.5,-1.0,,,No pricing available,"Contemporary, Belgian, European",,"Lunch, Brunch",Seating,12880145
#102,Spice & Taste Indian Take-Away,4.0 of 5 bubbles,2 reviews,$$ - $$$,"Hogeweg 57, Aalst 9320 Belgium",+32 53 37 00 53,http://www.spiceandtaste.com/,http://www.spiceandtaste.com/menu/,True,info@spiceandtaste.com,False,False,-1.0,-1.0,-1.0,-1.0,"Spice & taste offers a range of traditional as well as creative Indian dishes the spice & taste is always striving to bring an authentic Indian experience to our patrons by offering authentic food as served in India,Pakistan with a twist of ingenuity, our chefs and culinary team are highly experience so you may enjoy a pleasant and a memorable dining experience, we only use the finest ingredients in our cooking to create unique dishes that have an uncompromising taste that in not only fresh but also mouth watering.",,€20 - €25,,,"Lunch, Dinner",,13163505
#640,Restaurant Safi Safi,3.5 of 5 bubbles,11 reviews,$$ - $$$|Moroccan|Mediterranean,"Reinaertstraat 101, Ghent 9000 Belgium",+32 477 63 33 33,http://www.safisafi.be/,,True,restaurantsafisafi@hotmail.com,False,False,3.0,4.0,4.0,-1.0,,,No pricing available,"Moroccan, Mediterranean",,"Breakfast, Lunch, Dinner","Reservations, Seating, Table Service",13570546
#641,La Casa di Stella,5.0 of 5 bubbles,1 review,$$ - $$$|Italian,"Onderbergen 33, Ghent 9000 Belgium",+32 9 230 30 67,http://lacasadistella.be/,,True,info@lacasadistella.be,False,False,-1.0,-1.0,-1.0,-1.0,"In this cozy enoteca in the center of Ghent, your charming hostess Stella welcomes you to let you enjoy the most beautiful Italian wines in a casual atmosphere. For many, Italy is already known as the most diverse and most beautiful wine country in the world, for some still a jewel to discover. We aim to please each of you with our wide and surprising selection.",,€10 - €20,Italian,,"Lunch, Dinner",,19945564
#3,'t Schuurken,4.0 of 5 bubbles,2 reviews,,"Aubroeckstraat 4, Moerzeke 9220 Belgium",+32 477 63 52 38,http://www.taverne-schuurken.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,17838142
#32,Brasserie Leiedam,4.5 of 5 bubbles,2 reviews,$$ - $$$|Belgian|European,"Leiedam 36 Bus 13, Deinze 9800 Belgium",+32 472 99 41 40,http://www.brasserieleiedam.be/,https://brasserieleiedam.be/menu,True,info@brasserieleiedam.be,False,False,-1.0,-1.0,-1.0,-1.0,"Je geniet er van een dagvers ontbijt, enkele snacks, een daglunch en in de namiddag pannenkoeken en wafels.",BRASSERIE KEUKEN MET EEN TIKKELTJE MEER,€11 - €29,"Belgian, European",,"Breakfast, Lunch, Drinks","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Table Service, Waterfront, Family style, Non-smoking restaurants",8525442
#6,Lunch Garden E17,3.5 of 5 bubbles,13 reviews,$,"E17 Kortrijk-Gent, Nazareth 9810 Belgium",,http://www.total.be/,,True,,False,False,2.5,3.0,3.0,-1.0,,,No pricing available,,,"Breakfast, Lunch, Dinner, Brunch","Seating, Wheelchair Accessible",11806847
#642,Rincon Espanol,4.0 of 5 bubbles,4 reviews,Spanish,"Noormanstraat 7 B 900, Ghent 9000 Belgium",+32 9 222 92 97,http://www.rinconespanol.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Spanish,,Dinner,,3388784
#103,Sushi Aalst,5.0 of 5 bubbles,1 review,Japanese,"Onze Lieve Vrouwplein 8, Aalst 9300 Belgium",+32 50 80 26 88,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Japanese,,,,19161486
#21,Bakkerij Vincent Gozin Bvba,5.0 of 5 bubbles,1 review,Belgian|European,"Bellemstraat 1, Aalter 9880 Belgium",+32 9 374 17 26,http://www.bakkerijgozin.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,20373100
#5,Drongengoedhoeve,3.5 of 5 bubbles,6 reviews,Belgian|European,"Drongengoedweg 9, Knesselare 9910 Belgium",,http://www.drongengoedhoeve.be/,http://www.drongengoedhoeve.be/menu01.html,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,12549504
#21,Petsios Gregorios,3.5 of 5 bubbles,6 reviews,,"Veldstraat 1, Lochristi 9080 Belgium",+32 9 355 91 93,http://restaurantmythos.be/,http://restaurantmythos.be/#menus,False,info@restaurant-mythos.be,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,,,Dinner,,6717342
#6,Ladeuze,5.0 of 5 bubbles,1 review,Belgian|European,"Ladeuze 3, Maarkedal 9680 Belgium",+32 478 25 46 56,http://www.la-deuze.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,19104369
#36,Le Cheval Rouge,5.0 of 5 bubbles,1 review,,"Oswald Ponettestraat 94, Ronse 9600 Belgium",+32 55 30 50 66,http://lechevalrouge.be/,,False,info@lechevalrouge.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Lunch, Dinner","Outdoor Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Live Music, Dog Friendly, Family style",20105131
#643,Privacy,3.5 of 5 bubbles,3 reviews,Belgian|Bar|International|European,"Kortrijksepoortstraat 130, Ghent 9000 Belgium",+32 485 11 88 26,http://privacy.gent/,,True,info@privacy.gent,False,False,-1.0,-1.0,-1.0,-1.0,Breakfast Lunch Dinner Drinks & Bites Private dining,Breakfast Lunch Dinner Drinks & Bites Private dining,No pricing available,"Belgian, Bar, International, European, Pub",,Dinner,,23536431
#37,BonHeur by Bistro De Passage,5.0 of 5 bubbles,1 review,$$ - $$$,"Sint-Martensstraat 9/001, Ronse 9600 Belgium",+32 495 19 58 76,https://www.facebook.com/bistrodepassage/,https://taartenco.be/,True,bonheur.bybistrodepassage@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,Lunch - Tea Room - Take Away,,€7 - €30,,,"Lunch, Dinner, Drinks","Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Credit Cards, Table Service, Playgrounds, Dog Friendly, Family style",17323507
#3,Het Verschrikkelijke Zoete Leven,3.5 of 5 bubbles,10 reviews,$$ - $$$,"Karperstraat 6, Machelen, Zulte 9870 Belgium",+32 477 74 85 69,http://www.zoeteleven.be/,,True,info@zoeteleven.be,False,False,3.5,3.5,4.0,-1.0,,,No pricing available,,,"Lunch, Dinner",Reservations,11832197
#21,Restaurant Chez De Beir Eeklo,3.5 of 5 bubbles,3 reviews,$$ - $$$|French|Belgian|Mediterranean,"Boelare 22, Eeklo 9900 Belgium",+32 475 59 04 87,http://chezdebeir.be/,https://chezdebeir.be/wp-content/uploads/2020/01/Chez-De-Beir-kaart-januari-2020.pdf,True,info@chezdebeir.be,False,False,-1.0,-1.0,-1.0,-1.0,"Chez De Beir is een hip eet- en wijnadres in Eeklo. Een 60 soorten wijn, bubbels en tal van zuiderse gerechten sieren de kaart van het restaurant. Het is er gezellig en romantisch tafelen. Probeer het eens, een aanrader.",,€15 - €25,"French, Belgian, Mediterranean, European",,"Breakfast, Lunch, Dinner",,20156746
#2,Brasserie Le Coq,3.5 of 5 bubbles,6 reviews,$$ - $$$,"Leenstraat 46 Gavere, Vurste 9890 Belgium",+32 9 384 00 62,http://brasserielecoq.be/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Lunch, Dinner",,12355278
#104,Romy,3.5 of 5 bubbles,3 reviews,,"Brusselse steenweg 196, Aalst 9300 Belgium",+32 472 77 63 18,http://www.sweetromy.be/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Breakfast, Lunch",,19275293
#19,Afspanning de Lekkerbek,3.0 of 5 bubbles,165 reviews,$$ - $$$|Belgian|Dutch|European,"Heidekapelstraat 32-34, Waasmunster 9250 Belgium",+32 52 22 55 04,http://www.afspanningdelekkerbek.be/,https://afspanningdelekkerbek.be/s/Nieuwe-kaart,True,info@afspanningdelekkerbek.be,False,False,3.5,3.0,3.0,3.5,,,No pricing available,"Belgian, Dutch, European",,"Drinks, Lunch, Dinner","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Private Dining, Free off-street parking, Full Bar, Wine and Beer, Digital Payments, Playgrounds, Dog Friendly, Family style",3370381
#52,Het Galerieke,4.0 of 5 bubbles,2 reviews,Belgian|European,"Brusselsestraat 75, Dendermonde 9200 Belgium",+32 52 46 07 00,https://www.facebook.com/Het-Galerieke-1512355235679355/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,15018310
#22,CultuurCafe,3.5 of 5 bubbles,13 reviews,$$ - $$$|Belgian|Bar|European,"Gravendreef 2, Beveren 9120 Belgium",+32 3 755 27 20,https://www.cultuurcafetervesten.be/,https://www.cultuurcafetervesten.be/menu,False,info@cultuurcafetervesten.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European, Bar, Pub",,Dinner,"Reservations, Wheelchair Accessible, Table Service",13336449
#4,Pizza Delicia,5.0 of 5 bubbles,1 review,$$ - $$$|Italian|Turkish,"Kerkstraat 50, Buggenhout 9255 Belgium",+32 52 65 07 31,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,€4 - €20,"Italian, Turkish",,,,12433293
#79,Vegetarisch Restaurant Grenoble,3.5 of 5 bubbles,9 reviews,Vegetarian Friendly,"Kokkelbeekstraat 34, Sint-Niklaas 9100 Belgium",+32 3 296 30 10,http://www.grenoble.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,Vegetarian Friendly,,Reservations,740788
#25,Temse Wereldkeuken,3.0 of 5 bubbles,81 reviews,$|Chinese|European|Asian,"Orlaylaan 4, Temse 9140 Belgium",+32 3 711 17 58,https://www.facebook.com/WereldkeukenTemse/,,False,zhengmichelleee@gmail.com,False,False,3.5,3.5,3.5,-1.0,,,No pricing available,"Chinese, European, Asian",,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Highchairs Available",10173853
#644,De Bergen,5.0 of 5 bubbles,1 review,$|Belgian|European|Deli,"Ferdinand Lousbergskaai 33, Ghent 9000 Belgium",+32 472 53 28 60,,,False,debergengent@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,"In 'De Bergen' you can enjoy a delicious breakfast (all day), lunch, a piece of cake or some drinks. For lunch we serve a seasonal warm meal, several baguettes, grilled sandwiches and fresh soups. We love working with local and seasonal ingredients! Come enjoy our food and company while you shop at the indoor market, Lousbergmarkt.","In De Bergen kan je terecht voor een heerlijk ontbijt met koffie, lunch, taart en gezellige aperitief! Onze lunchformule bestaat uit een paar vaste broodjes en croques, dagverse soep en een aantal warme wisselende gerechten. Wij zijn dan van de korte keten en proberen zoveel mogelijk te werken met seizoensproducten van biologische oorsprong.",€3 - €14,"Belgian, European, Deli, Pub, Healthy",,,,16063866
#22,Thai Chang,3.5 of 5 bubbles,4 reviews,Thai,"Boelare 76, Eeklo 9900 Belgium",+32 495 20 53 15,http://thaichang-eeklo.be/,http://thaichang-eeklo.be/menu-category/menu/,False,info@thaichang-eeklo.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Thai,,,,15636471
#13,Chaplin,5.0 of 5 bubbles,1 review,,"Grote Baan 240, Lovendegem 9920 Belgium",+32 9 224 23 08,http://www.broodjesgent.be/,,True,chaplin.gent@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Breakfast, Lunch, Dinner",,18184636
#26,Prung Thai,5.0 of 5 bubbles,1 review,Thai,"Kapelstraat 73 Steendorp, Temse 9140 Belgium",+32 489 50 04 26,http://www.facebook.com/prungthai,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Thai,,,,17648694
#105,'t Melkhuisje,3.0 of 5 bubbles,12 reviews,$|Belgian|Cafe|European,"Erembodegemstraat 1 Stadspark Aalst, Aalst 9300 Belgium",+32 476 25 53 14,http://tmelkhuisje-aalst.be/,,False,,False,False,-1.0,2.5,3.0,-1.0,,,No pricing available,"Cafe, Deli, Belgian, European",,,,12814718
#12,De Kroon,5.0 of 5 bubbles,1 review,,"Markt 7, Zele 9240 Belgium",+32 478 37 01 01,http://www.dekroonzele.be/,,True,info@dekroonzele.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Breakfast, Lunch, Dinner",,17913095
#12,Stef's Paella,5.0 of 5 bubbles,1 review,$$ - $$$|Mediterranean|Spanish,"Heidewegel, Berlare 9290 Belgium",+32 472 86 42 88,,,False,stefan.boeykens44@hotmail.com,False,False,-1.0,-1.0,-1.0,-1.0,"Thuisrestaurant voor max 8 personen. BBq, walking diner, Spaanse keuken, Ook thuislevering of wij koken ter plaatsen met of zonder bediening",,€15 - €50,"Mediterranean, Spanish",,,,17810428
#38,De Kolibrie,3.5 of 5 bubbles,5 reviews,,"Dreefstraat 21, Ninove 9400 Belgium",+32 494 44 74 50,http://www.dekolibrieninove.be/,,False,dekolibrieninove@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,,"De Kolibrie: een plek waar tijd is voor (h)eerlijke kwaliteit, gezelligheid en creativiteit! Zitten en genieten van een kopje koffie of thee, een babbel slaan met een vriend(in) die je al lang niet meer zag, de marshmallow bij je chocomelk laten smelten op je tong, gezellig vergaderen met je collega's, een streekbier uitproberen, even discussiëren en debatteren, slurpen van een soep vol seizoengebonden groenten, snuisteren door de krant, bladeren in een tijdschrift of wegdromen bij een goed boek, zachtjes meeneuriën bij een streepje muziek, iemand blij maken met een geschenkje uit het winkeltje, leuke ideeën opdoen tijdens een workshop,... en vooral: Even tijd nemen en tijd maken voor jezelf en anderen. Wees welkom!",No pricing available,,,,"Seating, Highchairs Available, Serves Alcohol, Wine and Beer, Cash Only, Free Wifi",9592814
#11,Baraque de Luxe Loungebar,4.5 of 5 bubbles,2 reviews,Bar|Pub|Gastropub,"Mellestraat 286 above restaurant ‘t Fornuizeke, Melle 9090 Belgium",+32 9 230 19 98,https://www.facebook.com/baraquedeluxe/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Bar, Pub, Gastropub",,,,7210787
#9,Mokka d'Or,5.0 of 5 bubbles,1 review,$|European,"Lepelstraat 11, Laarne 9270 Belgium",+32 477 54 96 86,http://www.mokkador.be/,,True,info@mokkador.be,False,False,-1.0,-1.0,-1.0,-1.0,,,€3 - €10,European,,"Lunch, Dinner, Drinks","Seating, Parking Available, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Table Service",17755692
#27,Brioche,4.0 of 5 bubbles,2 reviews,Mediterranean,"Ba  Biezestraat 7, Hamme 9220 Belgium",+32 52 37 65 81,http://www.broodjeszaak-brioche.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Mediterranean,,,,12702151
#23,Gela Ti Amo,3.5 of 5 bubbles,5 reviews,Belgian|European,"Vrasenestraat 19, Beveren 9120 Belgium",+32 3 775 67 11,https://www.facebook.com/Cremerie.GelaTiAmo/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,12801319
#645,Denis Foley's,3.5 of 5 bubbles,8 reviews,,"Graslei 8, Ghent 9000 Belgium",,http://denis.foleys.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,Reservations,3310000
#42,Jean,3.5 of 5 bubbles,3 reviews,Wine Bar,"Pr. Thuysbaertlaan 8, Lokeren 9160 Belgium",+32 9 245 12 20,http://www.jean.eu/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Wine Bar,,,,14064218
#13,Konak Restaurant,3.5 of 5 bubbles,6 reviews,Turkish,"Haenhoutstraat 2, Destelbergen 9070 Belgium",+32 9 373 98 84,https://www.facebook.com/KonakSteakhouse1/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Turkish,,,,19407467
#27,The Falcon,5.0 of 5 bubbles,1 review,Belgian|Cafe|European|Pub,"Velle 141, Temse 9140 Belgium",+32 486 02 26 67,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, Cafe, European, Pub",,,,17371021
#80,De Groene Prins,5.0 of 5 bubbles,1 review,Vegetarian Friendly,"Kokkelbeekstraat 22, Sint-Niklaas 9100 Belgium",+32 3 777 36 71,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,Vegetarian Friendly,,,740784
#17,Koffie &Theehuis Panisto,3.5 of 5 bubbles,9 reviews,$$ - $$$,"Brielken 19, Evergem 9940 Belgium",+32 9 258 08 70,http://www.thee-time.be/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Breakfast, Lunch, Dinner",,12051530
#18,Burgers and Fries,4.0 of 5 bubbles,2 reviews,American|Belgian|European,"Brielken 2A, Evergem 9940 Belgium",,http://www.burgersandfries.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"American, Belgian, European",,,,16644032
#647,Cafe St.Hubert,5.0 of 5 bubbles,1 review,$|Belgian|Bar|Cafe,"Kortrijksepoortstraat 210, Ghent 9000 Belgium",+32 475 82 48 45,http://www.cafe-sthubert.be/,,True,cafe-sthubert@hotmail.com,False,False,-1.0,-1.0,-1.0,-1.0,"More than 50 types of Belgian beers complemented by a number of beers from abroad. Every month a different beer is put in the spotlight and usually there are nice discounts or gadgets attached to it. All major football matches (Red Devils, Champions League, Europa League and eventual toppers in the Belgian league) can be followed on 2 large television screens. Time to time we surprise our customers with fun and playful theme nights and quiz moments that often end in real parties. The brown pub with a colorful corner and of course Nazif in front, behind, under and above the tap!","Meer dan 50 soorten Belgische bieren aangevuld met een aantal bieren uit het buitenland. Elke maand wordt een ander biertje in de spotlights gezet en meestal zijn daar leuke kortingen of gadgets aan gekoppeld. Alle belangrijke voetbalmatchen (Rode Duivels, Champions League, Europa League en eventuele toppers in de Belgische competitie) zijn te volgen op 2 grote televisieschermen.",€2 - €8,"Belgian, Bar, Cafe",,Drinks,"Reservations, Outdoor Seating, Seating, Street Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Table Service",16663275
#648,-Crêpes Atelier,4.0 of 5 bubbles,2 reviews,,"Kalandestraat 17, Ghent 9000 Belgium",+32 9 245 45 42,http://www.facebook.com/Cr%C3%AApes-Atelier-1277334599033349/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Lunch, Dinner",,13414926
#106,Hof Den Tuitelaar,3.5 of 5 bubbles,5 reviews,Brew Pub|Dutch|Cafe|European,"Putstraat 15, Aalst 9310 Belgium",,http://www.hofdentuitelaar.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Brew Pub, Dutch, Cafe, European, Pub",,,,17728465
#649,Pit,5.0 of 5 bubbles,1 review,$|Belgian|Mediterranean|European,"Sint-Pietersplein 44, Ghent 9000 Belgium",+32 486 58 93 52,http://www.pitgent.be/,http://www.pitgent.be/menu,True,Info@pitgent.be,False,False,-1.0,-1.0,-1.0,-1.0,"Pit serves vegetarian breakfast, lunch and drinks based on fresh, local and natural ingredients. Dishes are often inspired by southern cuisine and well-spiced. Pit has always vegan options on its menu and also focuses on healthy food and drinks.","Pit is een ontbijt- en lunchbar die gerechten en dranken aanbiedt op basis van verse, lokale en natuurlijke ingrediënten. Gerechten zijn vaak geïnspireerd door de zuiderse keuken en goed gekruid. Pit heeft zowel vegetarische als vegan opties op zijn menu en heeft aandacht voor gezonde gerechten en dranken.",€4 - €15,"Belgian, Mediterranean, European, Asian, Middle Eastern",,"Breakfast, Lunch, Brunch, Drinks","Reservations, Outdoor Seating, Seating, Parking Available, Serves Alcohol, Wine and Beer, Free Wifi",15145251
#107,De Uiterste Seconde,4.0 of 5 bubbles,2 reviews,Bar|European|Pub,"Vredeplein 15, Aalst 9300 Belgium",+32 475 97 47 32,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Bar, European, Pub",,,,14990435
#46,Gyselinck,3.5 of 5 bubbles,5 reviews,,"Tussenbruggen 14, Oudenaarde 9700 Belgium",+32 55 31 21 36,https://www.facebook.com/ViVaAmSy/,,True,vicky.gyselinck@telenet.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Breakfast, Lunch, Dinner",,15019055
